Date,Open,High,Low,Close,Volume
1896-05-31,29.39,29.43,29.11,29.43
1896-06-30,29.4,29.4,25.73,26.18
1896-07-31,25.05,25.49,22.09,23.19
1896-08-31,22.81,23.15,20.76,23.15
1896-09-30,23.19,26.51,23.19,26.11
1896-10-31,26.08,28.54,25.16,28.54
1896-11-30,29.64,32.52,29.64,29.69
1896-12-31,30.4,30.58,27.95,29.3
1897-01-31,29.24,31.32,29.24,30.46
1897-02-28,30.69,30.69,28.78,29.9
1897-03-31,30.19,30.51,28.34,28.59
1897-04-30,28.8,29.28,27.88,28.22
1897-05-31,28.09,28.93,28.01,28.71
1897-06-30,28.98,32.31,28.98,31.94
1897-07-31,32.02,34.73,31.58,34.73
1897-08-31,35.37,39.7,35.37,39.7
1897-09-30,40.15,40.43,36.92,36.92
1897-10-31,37.33,38.14,35.07,35.35
1897-11-30,35.57,35.57,33.06,34.37
1897-12-31,35.06,36.07,34.87,35.79
1898-01-31,35.71,36.7,34.76,36.22
1898-02-28,36.04,36.33,32.35,33.44
1898-03-31,34.38,34.38,30.42,32.9
1898-04-30,31.97,33.55,31.34,33.13
1898-05-31,35.2,38.2,34.98,38.2
1898-06-30,38.29,38.9,36.84,38.11
1898-07-31,38.39,39.23,37.86,39.12
1898-08-31,39.54,44.16,39.54,43.71
1898-09-30,43.82,43.82,38.7,38.7
1898-10-31,38.83,40.15,37.34,40.15
1898-11-30,39.79,41.43,39.48,41.43
1898-12-31,42.12,43.83,42.11,43.83
1899-01-31,43.75,47.09,43.75,46.61
1899-02-28,46.67,48.78,44.87,48.37
1899-03-31,48.26,54.1,47.73,53.83
1899-04-30,55.06,55.97,52.58,55.84
1899-05-31,54.02,55.07,48.89,48.89
1899-06-30,49.54,52.93,49.54,50.97
1899-07-31,51.77,53.4,51.1,53.4
1899-08-31,53.51,55.21,53.36,54.8
1899-09-30,54.73,56.21,52.43,52.78
1899-10-31,51.39,54.3,51.39,54.3
1899-11-30,54.44,54.9,53.36,54.72
1899-12-31,54.66,54.66,42.2,47.6
1900-01-31,49.34,49.34,45.82,47.89
1900-02-28,48.77,49.51,45.88,46.32
1900-03-31,46.05,47.36,44.26,47.36
1900-04-30,47.47,47.91,44.32,44.42
1900-05-31,44.41,44.41,41.01,42.8
1900-06-30,43.01,43.01,38.88,39.71
1900-07-31,40.18,42.75,40.18,41.14
1900-08-31,41.33,42.66,41.33,41.87
1900-09-30,42.4,42.43,38.36,39.21
1900-10-31,39.8,44.03,39.49,42.76
1900-11-30,42.86,50.02,42.86,48.23
1900-12-31,48.11,51.45,46.48,51.21
1901-01-31,51.02,51.02,47.02,48.39
1901-02-28,49.04,51.26,48.52,48.52
1901-03-31,49.08,50.28,48.66,50.28
1901-04-30,51.36,54.96,51.36,54.9
1901-05-31,54.99,54.99,48.8,54.88
1901-06-30,56.3,56.68,55.12,55.38
1901-07-31,55.83,55.83,50.31,51.88
1901-08-31,51.94,53.47,50.01,53.21
1901-09-30,52.62,53.07,47.96,48.28
1901-10-31,47.85,47.85,46.15,46.68
1901-11-30,46.84,48.18,46.7,47.57
1901-12-31,46.37,46.98,44.56,46.76
1902-01-31,46.58,47.2,45.32,47.04
1902-02-28,46.91,47.46,46.77,46.94
1902-03-31,47.29,48.9,46.91,48.66
1902-04-30,48.67,49.57,47.76,48.53
1902-05-31,48.6,48.6,46.88,48.1
1902-06-30,47.99,47.99,46.11,46.58
1902-07-31,46.53,48.73,46.53,47.67
1902-08-31,47.74,48.37,47.32,48
1902-09-30,48.2,49.08,46.4,47.91
1902-10-31,48.13,48.22,46.24,47.84
1902-11-30,47.47,47.47,43.9,45
1902-12-31,45.29,46.56,43.14,46.56
1903-01-31,46.79,48.04,46.49,47.05
1903-02-28,47.46,49.03,47.46,47.92
1903-03-31,47.81,47.81,45.53,46.09
1903-04-30,45.97,46.76,44.03,46.19
1903-05-31,46.24,46.4,43.65,43.65
1903-06-30,43.16,43.38,41.03,42.79
1903-07-31,42.59,42.59,36.1,36.76
1903-08-31,36.63,39.02,34.75,38.52
1903-09-30,38.2,38.2,32.66,33.17
1903-10-31,34.08,34.49,30.6,32.46
1903-11-30,32.92,32.92,30.53,32.11
1903-12-31,32.12,35.74,32.12,35.57
1904-01-31,34.6,36.57,34.09,35.57
1904-02-29,35.51,35.51,33.83,34.42
1904-03-31,34.66,35.58,33.65,35.58
1904-04-30,35.26,36.2,35.21,35.42
1904-05-31,35.07,35.28,34.35,34.89
1904-06-30,34.95,35.83,34.82,35.67
1904-07-31,35.71,38.37,35.71,37.75
1904-08-31,38.19,39.55,38.15,39.52
1904-09-30,39.79,41.71,39.79,41.71
1904-10-31,42.48,45.91,41.71,45.65
1904-11-30,46.15,52.41,46.15,52.16
1904-12-31,52.18,53.04,47.63,50.73
1905-01-31,50.98,51.66,49.8,51.66
1905-02-28,51.36,55.12,51.36,54.43
1905-03-31,55.09,57.95,54.98,57.95
1905-04-30,58.76,60.66,56.4,56.4
1905-05-31,55.69,56.53,51.69,53.83
1905-06-30,52.99,56.33,52.53,55.67
1905-07-31,57,59.17,56.51,59.17
1905-08-31,58.92,59.98,58.4,58.4
1905-09-30,57.69,59.32,56.93,58.95
1905-10-31,59.51,60.67,58.54,60.67
1905-11-30,60.94,65.1,58.54,65.1
1905-12-31,64.91,69.93,64.86,69.93
1906-01-31,68.8,74.6,68.4,72.92
1906-02-28,73.55,73.66,68.04,68.04
1906-03-31,67.96,70.22,67.28,69.96
1906-04-30,70.86,71.11,65.12,65.57
1906-05-31,63.76,67.91,62.61,67.9
1906-06-30,68.09,68.96,63.22,63.22
1906-07-31,62.37,66.93,61.69,66.93
1906-08-31,67.88,69.58,66.41,68.09
1906-09-30,67.58,69.58,67.58,68.79
1906-10-31,69.36,70.07,67.29,67.29
1906-11-30,67.93,69.04,66.91,68.89
1906-12-31,69.06,69.45,67.31,68.33
1907-01-31,68.26,69.8,65.74,66.41
1907-02-28,65.61,67.64,65,65.57
1907-03-31,65.27,65.27,54.6,58.05
1907-04-30,59.61,61.42,58.95,61.05
1907-05-31,60.74,61.58,55.98,56.56
1907-06-30,56.06,58.1,56.06,57.94
1907-07-31,58.86,59.77,57.12,57.12
1907-08-31,56.75,57.12,50.15,52.35
1907-09-30,53.24,53.51,49.05,49.05
1907-10-31,49.21,49.21,41.45,41.79
1907-11-30,41.69,42.35,38.39,41.65
1907-12-31,43.56,44.74,41.17,42.55
1908-01-31,43.17,47.68,43.17,45.41
1908-02-29,44.77,45,42.46,44.23
1908-03-31,44.24,50.64,44.16,48.89
1908-04-30,49.13,50.91,48.55,50.37
1908-05-31,50.64,54.41,50.54,52.7
1908-06-30,53.87,53.87,51.93,52.57
1908-07-31,52.7,58.19,52.7,58.19
1908-08-31,58.71,61.85,58.71,61.31
1908-09-30,61.24,61.24,55.82,57.89
1908-10-31,57.58,60.51,57.58,60.05
1908-11-30,60.04,64.01,60.04,63.23
1908-12-31,63.47,63.49,60.45,62.39
1909-01-31,61.75,62.97,61.18,61.29
1909-02-28,61.16,62.81,57.87,58.91
1909-03-31,59.91,62.37,59.13,62.37
1909-04-30,61.83,63.94,61.83,63.94
1909-05-31,64.28,66.76,64.28,66.76
1909-06-30,66.91,68.22,64.94,66.83
1909-07-31,67.32,69.65,67.22,69.65
1909-08-31,70.63,71.78,69.75,70.9
1909-09-30,70.61,72.51,69.43,72.1
1909-10-31,72.69,72.69,69.68,71.68
1909-11-30,72.02,72.81,69.45,69.54
1909-12-31,70.17,71.9,70.01,71.74
1910-01-31,71.22,71.22,65.66,66.57
1910-02-28,66.15,66.15,61.58,66.15
1910-03-31,66.46,68.48,64.8,64.97
1910-04-30,64.97,66.89,62.5,63.13
1910-05-31,61.93,64.7,61.36,62.52
1910-06-30,62.06,62.49,58.79,58.79
1910-07-31,59.13,59.13,53.32,56.18
1910-08-31,55.14,58.96,55.14,57.71
1910-09-30,56.91,57.74,56.74,57.74
1910-10-31,58.43,62.3,58.43,61.39
1910-11-30,61.63,62.18,59.77,59.77
1910-12-31,58.98,59.5,57.71,58.96
1911-01-31,59.47,61.51,59.17,61.51
1911-02-28,61.8,62.26,61.08,61.58
1911-03-31,61.22,61.22,59.62,60.31
1911-04-30,60.35,60.35,59.07,60.34
1911-05-31,60.94,62.58,59.82,61.96
1911-06-30,62.13,63.05,62.13,62.27
1911-07-31,62.02,62.63,61.76,62.3
1911-08-31,61.9,61.9,57.22,57.4
1911-09-30,57.34,58.14,52.83,54.43
1911-10-31,55.59,56.74,54.19,54.89
1911-11-30,56.27,59.29,56.27,58.64
1911-12-31,58.16,59.61,57.35,59.08
1912-01-31,59.65,59.65,58.08,58.08
1912-02-29,58.3,59.08,58.18,58.95
1912-03-31,59.44,64.18,59.44,63.9
1912-04-30,64.49,65.86,64.26,65.4
1912-05-31,65.42,65.53,63.44,63.74
1912-06-30,64.16,65.97,64.16,65.97
1912-07-31,66.16,66.41,63.71,64.97
1912-08-31,65.52,66.67,65.07,66.32
1912-09-30,65.63,68.19,65.46,68.19
1912-10-31,68.01,68.17,65.44,65.7
1912-11-30,65.55,66.59,64.88,66.09
1912-12-31,65.8,65.8,61.74,63.64
1913-01-31,64.04,64.15,59.06,60.63
1913-02-28,60.3,60.45,57.01,58.17
1913-03-31,58.9,59.16,56.67,58.61
1913-04-30,59.33,60.25,56.77,56.88
1913-05-31,57.66,57.9,56.77,56.77
1913-06-30,55.96,55.96,52.23,54.24
1913-07-31,54.63,57.26,54.49,56.84
1913-08-31,56.64,59.25,56.64,59.25
1913-09-30,58.62,60.14,58.14,58.21
1913-10-31,58.51,58.98,55.83,56.71
1913-11-30,56.32,56.57,55,55.2
1913-12-31,54.88,57.11,54.51,57.06
1914-01-31,56.92,60.03,56.92,59.97
1914-02-28,59.79,60.25,58.89,59.39
1914-03-31,59.14,60.42,58.75,59.67
1914-04-30,59.72,59.73,56.14,57.3
1914-05-31,58.02,59.14,57.33,59.08
1914-06-30,58.65,59.27,57.43,58.42
1914-07-31,58.18,59.24,51.73,51.73
1914-12-31,56.76,56.76,53.17,54.58
1915-01-31,55.44,58.51,55.4,56.54
1915-02-28,55.59,57.83,54.22,55.02
1915-03-31,55.29,61.3,55.29,60.83
1915-04-30,61.05,71.78,61.05,71.78
1915-05-31,69.54,69.58,60.38,65.01
1915-06-30,64.86,71.9,64.86,70.06
1915-07-31,69.85,75.79,67.88,75.53
1915-08-31,76.46,81.88,76.46,81.2
1915-09-30,81.79,90.58,80.7,90.58
1915-10-31,90.88,96.46,88.23,95.34
1915-11-30,95.16,97.56,91.08,96.71
1915-12-31,95.9,99.21,94.78,99.15
1916-01-31,98.81,98.81,90.58,90.58
1916-02-29,91.93,96.15,90.89,91.03
1916-03-31,90.69,96.08,90.52,93.25
1916-04-30,94.13,94.46,87,89.65
1916-05-31,90.3,92.62,87.71,91.8
1916-06-30,91.87,93.61,87.68,89.58
1916-07-31,89.37,90.53,86.4,89.25
1916-08-31,89.05,93.83,88.15,92.25
1916-09-30,91.19,103.73,91.19,103.73
1916-10-31,103.01,105.28,98.94,104.61
1916-11-30,105.9,110.15,105.63,105.97
1916-12-31,106.17,106.76,90.16,95
1917-01-31,96.15,99.18,95.43,95.43
1917-02-28,88.52,94.91,87.01,91.56
1917-03-31,91.1,98.2,91.1,96.72
1917-04-30,97.06,97.06,90.66,93.23
1917-05-31,93.42,97.41,89.08,97.38
1917-06-30,97.89,98.58,94.78,95.38
1917-07-31,95.23,95.31,90.48,91.75
1917-08-31,92.26,93.85,83.4,83.4
1917-09-30,81.2,86.02,81.2,83.46
1917-10-31,83.58,83.58,74.5,74.5
1917-11-30,71.41,74.23,68.58,72.65
1917-12-31,72.55,74.38,65.95,74.38
1918-01-31,76.68,79.8,73.38,79.8
1918-02-28,79.28,82.08,77.78,80.39
1918-03-31,79.93,79.93,76.41,76.41
1918-04-30,77.16,79.42,75.58,77.51
1918-05-31,78.16,84.04,78.08,78.08
1918-06-30,78.55,83.02,78.53,82.58
1918-07-31,81.81,82.96,80.51,81.23
1918-08-31,80.71,83.18,80.71,82.46
1918-09-30,83.84,84.68,80.29,84.68
1918-10-31,83.95,89.07,83.36,85.51
1918-11-30,85.53,87.66,79.87,80.93
1918-12-31,81.13,84.5,80.44,82.2
1919-01-31,82.6,83.35,79.88,80.61
1919-02-28,80.91,85.68,79.35,84.81
1919-03-31,85.58,89.05,84.24,88.85
1919-04-30,88.84,93.51,88.84,92.88
1919-05-31,93.26,105.5,93.26,105.5
1919-06-30,106.92,107.55,99.56,106.98
1919-07-31,108.13,112.23,107.16,107.16
1919-08-31,107.99,107.99,98.46,104.75
1919-09-30,106.26,111.42,105.84,111.42
1919-10-31,111.12,118.92,108.9,118.92
1919-11-30,119.62,119.62,103.72,103.72
1919-12-31,104.03,107.97,103.55,107.23
1920-01-31,108.76,108.85,101.9,104.21
1920-02-29,103.01,103.01,89.98,91.18
1920-03-31,92.4,104.17,91.68,102.81
1920-04-30,102.66,105.65,93.16,93.54
1920-05-31,94.03,94.41,87.36,91.81
1920-06-30,90.2,93.06,90.16,90.76
1920-07-31,91.26,94.51,86.86,86.86
1920-08-31,84.95,87.29,83.2,86.16
1920-09-30,86.34,89.95,82.95,82.95
1920-10-31,84,85.73,84,85.08
1920-11-30,85.48,85.48,73.12,76.04
1920-12-31,76.5,77.3,66.75,71.95
1921-01-31,72.67,76.76,72.67,76.13
1921-02-28,75.48,77.14,74.34,74.98
1921-03-31,74.71,77.78,72.25,75.76
1921-04-30,75.72,78.86,75.06,78.57
1921-05-31,79.65,80.03,73.44,73.44
1921-06-30,73.51,73.51,64.9,68.45
1921-07-31,68.35,69.86,67.25,68.37
1921-08-31,69.68,69.95,63.9,67.11
1921-09-30,66.83,71.72,66.83,71.08
1921-10-31,71.61,73.8,69.46,73.21
1921-11-30,73.44,78.01,73.44,77.3
1921-12-31,78.12,81.5,78.12,80.8
1922-01-31,78.91,82.95,78.59,81.3
1922-02-28,81.68,85.81,81.68,85.46
1922-03-31,85.33,89.05,85.33,89.05
1922-04-30,90.05,93.21,89.3,91.93
1922-05-31,93.35,96.41,91.5,95.63
1922-06-30,96.03,96.36,90.73,92.93
1922-07-31,92.92,97.05,92.92,97.05
1922-08-31,96.25,100.78,96.21,100.78
1922-09-30,101.28,102.05,96.58,97.12
1922-10-31,97.67,102.76,96.11,96.11
1922-11-30,96.23,99.53,92.03,94.65
1922-12-31,95.73,99.22,95.03,98.17
1923-01-31,98.77,99.42,96.96,97.43
1923-02-28,97.71,103.9,97.71,103.9
1923-03-31,104.23,105.38,102.36,102.77
1923-04-30,101.51,102.7,98.38,98.38
1923-05-31,97.4,98.19,92.77,97.53
1923-06-30,95.36,97.24,88.4,88.4
1923-07-31,88.95,91.72,86.91,86.91
1923-08-31,87.96,93.7,87.96,93.46
1923-09-30,92.25,93.61,87.94,87.97
1923-10-31,88.06,90.45,85.91,88.53
1923-11-30,88.41,92.88,88.41,92.34
1923-12-31,92.64,95.61,92.64,95.52
1924-01-31,95.65,100.66,94.88,100.66
1924-02-29,100.7,101.31,96.33,97.22
1924-03-31,97.1,98.86,92.54,93.01
1924-04-30,93.5,94.69,89.18,90.63
1924-05-31,92.12,92.47,88.33,89.9
1924-06-30,90.15,96.37,89.18,96.37
1924-07-31,96.45,102.14,96.38,102.14
1924-08-31,102.12,105.57,101.51,104.14
1924-09-30,104.95,104.95,101.07,103.16
1924-10-31,104.08,104.08,99.18,104.06
1924-11-30,103.89,111.1,103.89,111.1
1924-12-31,110.44,120.51,110.44,120.51
1925-01-31,121.25,123.6,119.46,123.49
1925-02-28,120.46,122.86,117.96,122.24
1925-03-31,123.93,125.68,115,116.75
1925-04-30,118.07,121.54,117.4,120.01
1925-05-31,121.1,129.95,121.1,129.95
1925-06-30,129.69,131.01,126.75,131.01
1925-07-31,131.76,136.5,131.33,133.81
1925-08-31,135.81,143.18,135.71,141.18
1925-09-30,139.78,147.16,137.22,143.46
1925-10-31,144.77,155.65,144.77,155.65
1925-11-30,157.88,159.39,148.18,151.08
1925-12-31,152.11,157.01,152.11,156.66
1926-01-31,158.75,158.93,153.2,157.35
1926-02-28,156.83,162.31,154.68,154.68
1926-03-31,150.9,153.13,135.2,140.46
1926-04-30,140.35,144.55,136.27,143.71
1926-05-31,140.53,143.43,137.16,143.43
1926-06-30,142.3,154.03,142.3,153.04
1926-07-31,153.01,160.58,153.01,160.18
1926-08-31,161.84,166.14,160.41,162.51
1926-09-30,163.93,166.1,156.26,158.19
1926-10-31,159.69,159.69,145.66,150.76
1926-11-30,150.51,157.37,150.51,156.55
1926-12-31,157.31,160.75,156.65,157.2
1927-01-31,155.16,156.56,152.73,156.41
1927-02-28,156.26,161.96,154.31,161.96
1927-03-31,161.42,161.78,158.41,160.08
1927-04-30,160.71,167.36,160.71,164.64
1927-05-31,164.55,172.96,164.55,172.96
1927-06-30,171.98,171.98,165.73,166.23
1927-07-31,168.06,181.4,168.06,181.4
1927-08-31,184.21,190.63,177.13,189.79
1927-09-30,191.56,198.97,191.56,197.59
1927-10-31,199.78,199.78,181.43,181.73
1927-11-30,181.65,198.21,181.65,198.21
1927-12-31,196.58,200.93,193.58,200.7
1928-01-31,203.35,203.35,194.5,198.59
1928-02-29,197.98,199.35,191.33,194.78
1928-03-31,194.81,214.45,194.53,213.35
1928-04-30,209.33,216.93,207.94,211.63
1928-05-31,213.48,220.88,211.73,219.81
1928-06-30,220.27,220.96,201.96,210.55
1928-07-31,208.21,216.62,205.1,216
1928-08-31,216.78,240.41,214.08,240.41
1928-09-30,240.38,241.72,236.86,239.43
1928-10-31,238.2,260.4,233.6,252.2
1928-11-30,252.2,299.4,251.6,293.4
1928-12-31,293.4,301.6,254.4,300
1929-01-31,300.3,320,292.9,317.5
1929-02-28,317.5,324.5,293.4,317.4
1929-03-31,317.8,324.4,281.5,308.9
1929-04-30,304.2,321.1,294.1,319.3
1929-05-31,319.3,331,290,297.4
1929-06-30,297.4,335.3,296.5,333.8
1929-07-31,333.8,350.3,332.2,347.7
1929-08-31,347.7,384,336.1,380.3
1929-09-30,380.3,386.1,341,343.5
1929-10-31,343.5,358.8,212.3,273.5
1929-11-30,269.8,269.8,195.4,239
1929-12-31,239,267.6,226.4,248.5
1930-01-31,248.5,268.7,241.8,267.1
1930-02-28,267.1,275,259.8,271.1,7965976
1930-03-31,271.1,289.1,268.9,286.1,11776476
1930-04-30,286.1,297.3,272.2,279.2,13490083
1930-05-31,279.2,282,249.8,275.1,9545198
1930-06-30,275.1,276.9,207.7,226.3,9778651
1930-07-31,226.3,243.7,214.6,234,5780534
1930-08-31,234,241.4,214.5,240.4,4922038
1930-09-30,240.4,247.2,202,204.9,6430380
1930-10-31,205.9,216.9,181.5,183.4,8119225
1930-11-30,183.4,191.3,168.3,183.39,7047164
1930-12-31,183.4,188,154.5,164.6,7139871
1931-01-31,164.6,175.7,160.1,167.6,5329015
1931-02-28,167.6,197,165.6,189.7,7922395
1931-03-31,189.7,191.9,170.6,172.4,7934441
1931-04-30,172.4,174.7,141.8,151.2,6672726
1931-05-31,151.2,156.2,127.3,128.5,5857223
1931-06-30,128.4,157.9,119.9,150.2,7201133
1931-07-31,150.2,156.7,133.7,135.4,4119253
1931-08-31,135.4,146.4,132.6,139.4,3130606
1931-09-30,139.4,140.5,95.8,96.6,6130608
1931-10-31,96.6,110.5,85.5,105.4,6180052
1931-11-30,105.4,119.2,89.3,93.9,4405448
1931-12-31,93.4,93.4,71.8,77.9,5963013
1932-01-31,77.9,87.8,69.9,76.2,4326549
1932-02-29,76.3,89.8,70.6,81.4,3751088
1932-03-31,81.4,89.9,72.5,73.3,3913044
1932-04-30,73.3,74.4,55.3,56.1,3995871
1932-05-31,56.1,60,44.3,44.7,2799256
1932-06-30,44.7,51.4,42.3,42.8,2778006
1932-07-31,42.8,54.7,40.6,54.3,2870531
1932-08-31,54.3,77,52.4,73.2,9960232
1932-09-30,73.2,81.4,64.3,71.6,8445977
1932-10-31,71.6,72.6,57.7,61.9,3707735
1932-11-30,61.6,68.9,55.9,56.4,2834895
1932-12-31,56.4,62.9,55,59.9,2923676
1933-01-31,59.9,65.3,58.9,60.9,2280006
1933-02-28,60.9,60.9,49.7,51.4,2351538
1933-03-31,51.4,64.6,50.3,55.4,2499478
1933-04-30,55.4,78.2,55,77.7,6241130
1933-05-31,77.7,91.3,75.6,88.1,12459030
1933-06-30,88.1,100.5,86.5,98.1,15526381
1933-07-31,99.2,110.5,84.5,90.8,14907976
1933-08-31,90.8,105.6,89.6,102.4,4786472
1933-09-30,102.4,107.7,92.4,94.8,5420306
1933-10-31,94.8,100.6,82.2,88.2,4895870
1933-11-30,88.2,101.9,86.8,98.1,4263438
1933-12-31,98.4,104,93.7,99.9,4352172
1934-01-31,99.9,110.1,96.3,107.2,6608279
1934-02-28,107.9,111.9,102.2,103.5,7065893
1934-03-31,103.5,106.4,97.4,101.9,3697950
1934-04-30,101.9,107,100.3,100.5,3663839
1934-05-31,100.5,101.4,89.1,94,3093614
1934-06-30,93.7,101.1,90.9,95.7,2036441
1934-07-31,95.7,99.4,84.6,88.1,2615961
1934-08-31,88.6,96,86.3,92.9,2060987
1934-09-30,92.9,94.1,85.7,92.6,1626503
1934-10-31,92.2,96.4,89.8,93.4,1958713
1934-11-30,93.4,103.5,92.8,102.9,2496116
1934-12-31,102.9,104.5,98.9,104,2949300
1935-01-31,104,106.7,99.5,101.7,2376188
1935-02-28,101.7,108.3,100,102.4,1737236
1935-03-31,102.4,103.7,96,100.8,2024894
1935-04-30,100.8,111.5,99.8,109.5,2648035
